species,speciesID,common_name,taxonomic_group,doc_type,sara_status,date_of_listing,doc_citation,url,year_published,CC_threat_CA,seabird,seabird_notes,migratory,subspecies,population,sdm,range_data,rationale_excluded,range_data_source,range_data_citation,spatial_data_used,spatial_data_type,spatial_data_date_accessed,spatial_data_verified,spatial_data_verified_notes,range_size_Canada,range_size_America,exclude_Hardouin_Hargreaves,cc_threat_ca_adj,sara_status_adj,year_of_listing,min_year_of_listing,cc_sdm,sdm_no_cc,sdm_ca,cc_sdm_ca,sdm_no_cc_ca,n_sdm,n_cc_sdm,n_sdm_ca,n_cc_sdm_ca,rsf_sdm,n_rsf_sdm,rowID,X2_primary_review_date,X2_secondary_review_date,X2_cc_sdm,X2_cc_sdm_ref_type,X2_cc_sdm_reference,X2_cc_sdm_section,X2_cc_sdm_cc_threat,X2_cc_sdm_oth_threat,X2_other_sdm,X2_other_sdm_reference,X2_other_sdm_section,X2_other_sdm_cc_threat,X2_other_sdm_oth_threat,X2_other_cc_model,start_date,n_sdm_ca_avl,n_cc_sdm_ca_avl
Pantherophis spiloides,364,gray ratsnake carolinian population,Reptiles,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2020. Recovery Strategy for the Gray Ratsnake (Pantherophis spiloides), Carolinian and Great Lakes/St. Lawrence populations, in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 47 pp. + vi + 23 pp. + 5 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gray%20ratsnake%20carolinian%20population,2020,1,0,NA,0,0,1,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,26958.78158,1140747.779,N,1,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,125,5/31/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2019,0,0
Pantherophis spiloides,375,gray ratsnake great lakes/st. lawrence population,Reptiles,COSEWIC Status Reports,Threatened,6/5/2003,"COSEWIC. 2018. COSEWIC assessment and status report on the Gray Ratsnake Pantherophis spiloides, Great Lakes / St. Lawrence population and Carolinian populationin Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvi + 44 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gray%20ratsnake%20great%20lakes%20%2F%20st.%20lawrence%20population,2018,0,0,NA,0,0,1,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,26958.78158,1140747.779,N,1,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,126,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2017,0,0
Pantherophis spiloides,375,gray ratsnake great lakes/st. lawrence population,Reptiles,COSEWIC Status Reports,Threatened,6/5/2003,COSEWIC 2007. COSEWIC assessment and update status report on the Gray Ratsnake Elaphe spiloides (Great Lakes/St. Lawrence population and Carolinian population) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 33 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gray%20ratsnake%20great%20lakes%20%2F%20st.%20lawrence%20population,2007,0,0,NA,0,0,1,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,26958.78158,1140747.779,N,1,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,794,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2006,0,0
Pantherophis spiloides,375,gray ratsnake great lakes/st. lawrence population,Reptiles,Recovery Strategies,Threatened,NA,"Environment and Climate Change Canada. 2020. Recovery Strategy for the Gray Ratsnake (Pantherophis spiloides), Carolinian and Great Lakes/St. Lawrence populations, in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 47 pp. + vi + 23 pp. + 5 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gray%20ratsnake%20great%20lakes%20%2F%20st.%20lawrence%20population,2020,0,0,NA,0,0,1,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,26958.78158,1140747.779,N,1,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,127,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2019,0,0
Papaipema aweme,247,aweme borer,Arthropods,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Recovery Strategy for the Aweme Borer (Papaipema aweme) in Canada [Proposed]. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts. 15 pp. + vi + 21pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=aweme%20borer,2017,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,53494.77354,201404.2579,N,1,Endangered,NA,2007,0,0,0,0,0,0,0,0,0,0,0,1776,6/13/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
Papaipema aweme,247,aweme borer,Arthropods,COSEWIC Status Reports,Endangered,12/13/2007,COSEWIC 2006. COSEWIC assessment and status report on the Aweme Borer Papaipema aweme in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 25 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=aweme%20borer,2006,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,53494.77354,201404.2579,N,1,Endangered,2007,2007,0,0,0,0,0,0,0,0,0,0,0,785,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2005,0,0
Parkesia motacilla,90,louisiana waterthrush,Birds,Management Plans,Special Concern,NA,"Environment Canada. 2012. Management Plan for the Louisiana Waterthrush (Seiurus motacilla) in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. iii + 18 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=louisiana%20waterthrush,2012,1,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World 2021. Parkesia motacilla. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,41201.52731,2407891.047,NA,1,Special Concern,NA,2007,1,0,1,1,0,3,3,3,3,1,3,2081,5/31/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2011,0,0
Parkesia motacilla,90,louisiana waterthrush,Birds,COSEWIC Status Reports,Special Concern,12/13/2007,COSEWIC. 2015. COSEWIC assessment and status report on the Louisiana Waterthrush Parkesia motacilla in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 58 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=louisiana%20waterthrush,2015,1,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World 2021. Parkesia motacilla. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,41201.52731,2407891.047,NA,1,Special Concern,2007,2007,1,0,1,1,0,3,3,3,3,1,3,957,5/31/2024,6/6/2024,1,OTH,"National Audubon Society. 2014. Audubon’s Birds and Climate Change Report: A Primer for Practitioners. National Audubon Society, New York. Version 1.2. Website and online report: http://climate.audubon.org/sites/default/files/Audubon-BirdsClimate-Report-v1.2.pdf [ accessed November 2014]",THR,1,0,0,NA,NA,NA,NA,2,2014,0,0
Passerculus sandwichensis princeps,480,savannah sparrow princeps subspecies,Birds,COSEWIC Status Reports,Special Concern,6/5/2003,COSEWIC. 2009. COSEWIC assessment and status report on the Savannah Sparrow princeps subspecies Passerculus sandwichensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 21 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=savannah%20sparrow%20princeps%20subspecies,2009,1,0,NA,NA,1,0,0,1,NA,"status report: breeding range is only on Sable Island, use EOO",COSEWIC. 2009. COSEWIC assessment and status report on the Savannah Sparrow princeps subspecies Passerculus sandwichensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 21 pp. (www.sararegistry.gc.ca/status/status_e.cfm).,0,EOO,NA,NA,NA,90,90,NA,1,Special Concern,2003,2003,0,0,0,0,0,0,0,0,0,0,0,993,6/11/2024,6/20/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2008,0,0
Passerculus sandwichensis princeps,480,savannah sparrow princeps subspecies,Birds,Management Plans,Special Concern,NA,"Environment Canada. 2006. Management plan for the Savannah Sparrow, princeps subspecies (Passerculus sandwichensis princeps), in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. iv + 19 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=savannah%20sparrow%20princeps%20subspecies,2006,0,0,NA,NA,1,0,0,1,NA,"status report: breeding range is only on Sable Island, use EOO",COSEWIC. 2009. COSEWIC assessment and status report on the Savannah Sparrow princeps subspecies Passerculus sandwichensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 21 pp. (www.sararegistry.gc.ca/status/status_e.cfm).,0,EOO,NA,NA,NA,90,90,NA,1,Special Concern,NA,2003,0,0,0,0,0,0,0,0,0,0,0,2116,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2005,0,0
Patagioenas fasciata,108,band-tailed pigeon,Birds,COSEWIC Status Reports,Special Concern,2/4/2011,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=band%20-%20tailed%20pigeon,2008,0,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2016) 2013. Patagioenas fasciata. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,99520.92729,2618279.138,NA,1,Special Concern,2011,2011,1,0,1,1,0,1,1,1,1,1,1,912,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2007,0,0
Patagioenas fasciata,108,band-tailed pigeon,Birds,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2019. Management Plan for the Band-tailed Pigeon (Patagioenas fasciata) in Canada. Species at Risk Act Management Plan Series. Environment and Climate Change Canada, Ottawa. iii + 14 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=band%20-%20tailed%20pigeon,2019,1,0,NA,NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2016) 2013. Patagioenas fasciata. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,99520.92729,2618279.138,NA,1,Special Concern,NA,2011,1,0,1,1,0,1,1,1,1,1,1,17,6/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2018,0,0
Patera pennsylvanica,1030,proud globelet,Molluscs,COSEWIC Status Reports,Endangered,2/25/2019,COSEWIC. 2015. COSEWIC assessment and status report on the Proud Globelet Patera pennsylvanica in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 41 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=proud%20globelet,2015,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,5687.264608,528767.7358,N,1,Endangered,2019,2019,0,0,0,0,0,0,0,0,0,0,0,234,6/11/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2014,0,0
Pedicularis furbishiae,213,furbish's lousewort,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment Canada. 2010. Recovery Strategy for the Furbishâ€™s Lousewort (Pedicularis furbishiae) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. vi pp. + appendices.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=furbish%27s%20lousewort,2010,0,0,NA,0,0,0,0,1,NA,IUCN,IUCN (International Union for Conservation of Nature) 2018. Pedicularis furbishiae. The IUCN Red List of Threatened Species. Version 2023-1. Downloaded 03 April 2024.,1,polygon,March 26 2024,1,NA,6050.244952,10340.00063,NA,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1602,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,0,0
Pedicularis furbishiae,213,furbish's lousewort,Vascular Plants,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2000. COSEWIC assessment and update status report on the Furbish’s Lousewort Pedicularis furbishiae in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 7 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=furbish%27s%20lousewort,2011,0,0,NA,0,0,0,0,1,NA,IUCN,IUCN (International Union for Conservation of Nature) 2018. Pedicularis furbishiae. The IUCN Red List of Threatened Species. Version 2023-1. Downloaded 03 April 2024.,1,polygon,March 26 2024,1,NA,6050.244952,10340.00063,NA,0,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,610,7/18/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2010,0,0
Peltigera gowardii,58,western waterfan,Lichens,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2021. Management Plan for the Western Waterfan (Peltigera gowardii) in Canada [Proposed]. Species at Risk Act Management Plan Series. Environment and Climate Change Canada, Ottawa. 2 parts, 5 pp. + 15 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20waterfan,2021,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,231078.8032,290429.6568,N,1,Special Concern,NA,2018,0,0,0,0,0,0,0,0,0,0,0,361,6/25/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2020,0,0
Peltigera gowardii,58,western waterfan,Lichens,COSEWIC Status Reports,Special Concern,2/2/2018,COSEWIC. 2013. COSEWIC assessment and status report on the Western Waterfan Peltigera gowardii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 39 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20waterfan,2013,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,231078.8032,290429.6568,N,1,Special Concern,2018,2018,0,0,0,0,0,0,0,0,0,0,0,1004,6/25/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2012,0,0
Peltigera hydrothyria,96,eastern waterfan,Lichens,COSEWIC Status Reports,Threatened,2/2/2018,COSEWIC. 2013. COSEWIC assessment and status report on the Eastern Waterfan Peltigera hydrothyria in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 46 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20waterfan,2013,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,149425.1991,769975.3196,N,1,Threatened,2018,2018,0,0,0,0,0,0,0,0,0,0,0,847,5/31/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2012,0,0
Peltigera hydrothyria,96,eastern waterfan,Lichens,Recovery Strategies,Threatened,NA,"Environment and Climate Change Canada. 2021. Recovery Strategy and Action Plan for the Eastern Waterfan (Peltigera hydrothyria) in Canada [Proposed]. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. viii + 45 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20waterfan,2021,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,149425.1991,769975.3196,N,1,Threatened,NA,2018,0,0,0,0,0,0,0,0,0,0,0,94,5/31/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2020,0,0
Perimyotis subflavus,245,tri-colored bat,Mammals (terrestrial),Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2018. Recovery Strategy for the Little Brown Myotis (Myotis lucifugus), the Northern Myotis (Myotis septentrionalis),and the Tri-colored Bat (Perimyotis subflavus) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. ix + 172 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=tri%20-%20colored%20bat,2018,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,697651.8788,4850275.054,N,1,Endangered,NA,2014,1,0,1,1,0,1,1,1,1,1,1,336,5/24/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2017,0,0
Perimyotis subflavus,245,tri-colored bat,Mammals (terrestrial),COSEWIC Status Reports,Endangered,11/26/2014,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=tri%20-%20colored%20bat,2013,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,697651.8788,4850275.054,N,1,Endangered,2014,2014,1,0,1,1,0,1,1,1,1,1,1,740,5/24/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Phacelia ramosissima,257,branched phacelia,Vascular Plants,COSEWIC Status Reports,Endangered,8/15/2006,COSEWIC 2005. COSEWIC assessment and status report on the branched phacelia Phacelia ramosissima in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 18 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=branched%20phacelia,2005,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,3971.225851,484353.6835,N,0,Endangered,2006,2006,0,0,0,0,0,0,0,0,0,0,0,649,7/19/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2004,0,0
Phacelia ramosissima,257,branched phacelia,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment Canada. 2012. Recovery Strategy for the Branched Phacelia (Phacelia ramosissima var. ramosissima) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. XIX pp. + Appendix.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=branched%20phacelia,2012,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,3971.225851,484353.6835,N,0,Endangered,NA,2006,0,0,0,0,0,0,0,0,0,0,0,1640,7/19/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Phalaropus lobatus,1022,red-necked phalarope,Birds,COSEWIC Status Reports,Special Concern,5/22/2019,COSEWIC. 2014. COSEWIC assessment and status report on the Red-necked Phalarope Phalaropus lobatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 52 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=red%20-%20necked%20phalarope,2014,1,0,"breeding range inland, non-breeding range at sea",NA,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2019) 2019. Phalaropus lobatus. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,4100882.979,5529109.075,NA,1,Special Concern,2019,2019,1,1,1,1,0,4,3,3,3,1,4,257,5/31/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2013,2,2
